customerID,actual_churn_label,predicted_probability,risk_score_0_100,risk_band,Contract,InternetService,PaymentMethod,tenure,MonthlyCharges,top_risk_driver_1,top_risk_driver_2,risk_driver_summary_short
7488-MXJIV,Yes,0.8803,88,Critical,Month-to-month,Fiber optic,Electronic check,4,85.65,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
3811-VBYBZ,Yes,0.8801,88,Critical,Month-to-month,Fiber optic,Electronic check,7,99.8,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
8884-ADFVN,Yes,0.88,88,Critical,Month-to-month,Fiber optic,Electronic check,7,101.95,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
2462-XIIJB,Yes,0.8799,88,Critical,Month-to-month,Fiber optic,Electronic check,5,92.5,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
2865-TCHJW,Yes,0.8797,88,Critical,Month-to-month,Fiber optic,Electronic check,4,89.2,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
3643-AHCFP,Yes,0.8794,88,Critical,Month-to-month,Fiber optic,Bank transfer (automatic),7,95.6,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
1875-QIVME,Yes,0.8791,88,Critical,Month-to-month,Fiber optic,Electronic check,2,104.4,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
1273-MTETI,Yes,0.8791,88,Critical,Month-to-month,Fiber optic,Electronic check,4,88.85,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
4750-ZRXIU,Yes,0.8787,88,Critical,Month-to-month,Fiber optic,Electronic check,4,84.6,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
4822-RVYBB,Yes,0.878,88,Critical,Month-to-month,Fiber optic,Electronic check,8,100.6,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
4951-UKAAQ,Yes,0.878,88,Critical,Month-to-month,Fiber optic,Electronic check,4,88.95,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
4626-GYCZP,Yes,0.8779,88,Critical,Month-to-month,Fiber optic,Electronic check,7,93.85,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
6496-SLWHQ,Yes,0.8775,88,Critical,Month-to-month,Fiber optic,Electronic check,3,105.0,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
7314-OXENN,Yes,0.877,88,Critical,Month-to-month,Fiber optic,Electronic check,2,82.0,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
4228-ZGYUW,Yes,0.877,88,Critical,Month-to-month,Fiber optic,Electronic check,4,90.05,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
9305-CDSKC,Yes,0.8768,88,Critical,Month-to-month,Fiber optic,Electronic check,8,99.65,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
2034-GDRCN,Yes,0.8767,88,Critical,Month-to-month,Fiber optic,Electronic check,2,90.4,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
7398-SKNQZ,No,0.8767,88,Critical,Month-to-month,Fiber optic,Electronic check,3,94.9,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
4929-XIHVW,No,0.8766,88,Critical,Month-to-month,Fiber optic,Credit card (automatic),2,95.5,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
7330-WZLNC,Yes,0.8766,88,Critical,Month-to-month,Fiber optic,Electronic check,5,90.8,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
3198-VELRD,Yes,0.8762,88,Critical,Month-to-month,Fiber optic,Bank transfer (automatic),3,84.75,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
4587-VVTOX,Yes,0.8759,88,Critical,Month-to-month,Fiber optic,Electronic check,6,105.3,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
4952-YSOGZ,Yes,0.8757,88,Critical,Month-to-month,Fiber optic,Electronic check,4,85.95,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
6630-UJZMY,No,0.8757,88,Critical,Month-to-month,Fiber optic,Electronic check,4,83.25,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
4548-SDBKE,Yes,0.8754,88,Critical,Month-to-month,Fiber optic,Electronic check,5,85.2,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
1304-NECVQ,Yes,0.8753,88,Critical,Month-to-month,Fiber optic,Electronic check,2,78.55,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
0754-UKWQP,Yes,0.8753,88,Critical,Month-to-month,Fiber optic,Electronic check,2,95.85,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
0781-LKXBR,Yes,0.8749,87,Critical,Month-to-month,Fiber optic,Electronic check,9,100.5,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
1624-NALOJ,Yes,0.8746,87,Critical,Month-to-month,Fiber optic,Electronic check,5,89.8,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
1455-UGQVH,Yes,0.8742,87,Critical,Month-to-month,Fiber optic,Electronic check,10,98.5,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
2968-SSGAA,Yes,0.874,87,Critical,Month-to-month,Fiber optic,Electronic check,10,100.6,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
5644-PDMZC,Yes,0.8731,87,Critical,Month-to-month,Fiber optic,Electronic check,2,89.5,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
2660-EMUBI,Yes,0.8729,87,Critical,Month-to-month,Fiber optic,Electronic check,10,95.35,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
4132-KALRO,No,0.8729,87,Critical,Month-to-month,Fiber optic,Mailed check,4,100.85,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
0637-KVDLV,Yes,0.8721,87,Critical,Month-to-month,Fiber optic,Electronic check,2,76.5,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
1400-MMYXY,Yes,0.872,87,Critical,Month-to-month,Fiber optic,Electronic check,3,105.9,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
5052-PNLOS,Yes,0.8718,87,Critical,Month-to-month,Fiber optic,Bank transfer (automatic),3,105.35,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
7943-RQCHR,Yes,0.8717,87,Critical,Month-to-month,Fiber optic,Electronic check,9,94.75,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
8780-IXSTS,Yes,0.8715,87,Critical,Month-to-month,Fiber optic,Electronic check,6,90.1,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
3462-BJQQA,No,0.8712,87,Critical,Month-to-month,Fiber optic,Electronic check,6,89.75,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
8622-ZLFKO,No,0.8711,87,Critical,Month-to-month,Fiber optic,Electronic check,6,90.75,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
0655-RBDUG,Yes,0.871,87,Critical,Month-to-month,Fiber optic,Bank transfer (automatic),7,98.05,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
0220-EBGCE,Yes,0.871,87,Critical,Month-to-month,Fiber optic,Electronic check,2,85.85,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
2952-QAYZF,Yes,0.8708,87,Critical,Month-to-month,Fiber optic,Electronic check,5,85.3,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
0880-TKATG,Yes,0.8704,87,Critical,Month-to-month,Fiber optic,Electronic check,4,101.15,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
8161-QYMTT,No,0.8704,87,Critical,Month-to-month,Fiber optic,Electronic check,7,94.1,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
9172-ANCRX,Yes,0.87,87,Critical,Month-to-month,Fiber optic,Electronic check,10,98.7,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
5318-IXUZF,Yes,0.8695,87,Critical,Month-to-month,Fiber optic,Bank transfer (automatic),2,87.15,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
0219-YTZUE,Yes,0.869,87,Critical,Month-to-month,Fiber optic,Bank transfer (automatic),4,84.8,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
9944-HKVVB,Yes,0.8689,87,Critical,Month-to-month,Fiber optic,Electronic check,3,95.1,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
1389-CXMLU,Yes,0.8689,87,Critical,Month-to-month,Fiber optic,Electronic check,3,91.05,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
1731-TVIUK,Yes,0.8688,87,Critical,Month-to-month,Fiber optic,Electronic check,4,93.5,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
7074-IEVOJ,Yes,0.8687,87,Critical,Month-to-month,Fiber optic,Electronic check,3,79.4,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
8739-XNIKG,No,0.8687,87,Critical,Month-to-month,Fiber optic,Electronic check,5,84.0,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
2205-YMZZJ,Yes,0.8687,87,Critical,Month-to-month,Fiber optic,Electronic check,7,84.8,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
8972-HJWNV,Yes,0.8687,87,Critical,Month-to-month,Fiber optic,Electronic check,7,84.55,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
2074-GKOWZ,Yes,0.8685,87,Critical,Month-to-month,Fiber optic,Bank transfer (automatic),2,89.55,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
0564-JJHGS,Yes,0.8685,87,Critical,Month-to-month,Fiber optic,Electronic check,9,95.5,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
1925-TIBLE,Yes,0.8685,87,Critical,Month-to-month,Fiber optic,Electronic check,7,86.5,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
6407-UTSLV,No,0.8684,87,Critical,Month-to-month,Fiber optic,Bank transfer (automatic),2,83.8,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
1579-KLYDT,Yes,0.8683,87,Critical,Month-to-month,Fiber optic,Electronic check,7,90.45,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
3422-GALYP,No,0.8683,87,Critical,Month-to-month,Fiber optic,Electronic check,2,79.45,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
3389-YGYAI,Yes,0.8682,87,Critical,Month-to-month,Fiber optic,Electronic check,8,105.5,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
9451-LPGOO,Yes,0.8682,87,Critical,Month-to-month,Fiber optic,Electronic check,7,86.8,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
7760-OYPDY,Yes,0.8681,87,Critical,Month-to-month,Fiber optic,Electronic check,2,80.65,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
9878-TNQGW,Yes,0.8677,87,Critical,Month-to-month,Fiber optic,Electronic check,2,80.95,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
1746-TGTWV,No,0.8672,87,Critical,Month-to-month,Fiber optic,Credit card (automatic),1,75.35,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
6015-VVHHE,Yes,0.867,87,Critical,Month-to-month,Fiber optic,Credit card (automatic),5,83.15,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
2012-NWRPA,Yes,0.867,87,Critical,Month-to-month,Fiber optic,Electronic check,11,99.55,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
3750-CKVKH,Yes,0.8669,87,Critical,Month-to-month,Fiber optic,Electronic check,2,67.75,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
0334-GDDSO,Yes,0.8668,87,Critical,Month-to-month,Fiber optic,Electronic check,3,81.35,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
3318-NMQXL,No,0.8667,87,Critical,Month-to-month,Fiber optic,Electronic check,3,92.0,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
6210-KBBPI,Yes,0.8664,87,Critical,Month-to-month,Fiber optic,Credit card (automatic),9,99.45,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
1567-DSCIC,Yes,0.8664,87,Critical,Month-to-month,Fiber optic,Electronic check,8,94.0,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
4060-LDNLU,No,0.8661,87,Critical,Month-to-month,Fiber optic,Electronic check,7,96.2,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
5561-NWEVX,Yes,0.8661,87,Critical,Month-to-month,Fiber optic,Electronic check,2,79.2,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
4529-CKBCL,Yes,0.8659,87,Critical,Month-to-month,Fiber optic,Electronic check,2,80.2,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
6137-NICCO,No,0.8659,87,Critical,Month-to-month,Fiber optic,Mailed check,6,94.05,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
9689-PTNPG,Yes,0.8659,87,Critical,Month-to-month,Fiber optic,Electronic check,2,80.25,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
5419-CONWX,Yes,0.8656,87,Critical,Month-to-month,Fiber optic,Credit card (automatic),4,99.8,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
4795-KTRTH,Yes,0.8656,87,Critical,Month-to-month,Fiber optic,Electronic check,5,81.0,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
3727-RJMEO,Yes,0.8656,87,Critical,Month-to-month,Fiber optic,Electronic check,6,82.85,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
6350-XFYGW,No,0.8655,87,Critical,Month-to-month,Fiber optic,Electronic check,4,94.75,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
0196-VULGZ,Yes,0.8654,87,Critical,Month-to-month,Fiber optic,Electronic check,6,84.35,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
7548-SEPYI,Yes,0.8653,87,Critical,Month-to-month,Fiber optic,Electronic check,5,96.25,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
9317-WZPGV,Yes,0.8653,87,Critical,Month-to-month,Fiber optic,Bank transfer (automatic),2,79.75,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
5442-UTCVD,Yes,0.8652,87,Critical,Month-to-month,Fiber optic,Electronic check,3,91.85,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
4445-ZJNMU,No,0.8651,87,Critical,Month-to-month,Fiber optic,Credit card (automatic),9,99.3,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
7479-NITWS,Yes,0.865,86,Critical,Month-to-month,Fiber optic,Credit card (automatic),7,89.35,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
2920-RNCEZ,No,0.8649,86,Critical,Month-to-month,Fiber optic,Credit card (automatic),1,69.95,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
1981-INRFU,Yes,0.8649,86,Critical,Month-to-month,Fiber optic,Electronic check,2,79.75,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
4192-GORJT,Yes,0.8647,86,Critical,Month-to-month,Fiber optic,Electronic check,5,94.45,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
2868-SNELZ,Yes,0.8646,86,Critical,Month-to-month,Fiber optic,Mailed check,2,80.6,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
0897-FEGMU,Yes,0.8646,86,Critical,Month-to-month,Fiber optic,Electronic check,11,99.5,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
8086-OVPWV,Yes,0.8644,86,Critical,Month-to-month,Fiber optic,Electronic check,2,80.2,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
4078-SAYYN,Yes,0.8644,86,Critical,Month-to-month,Fiber optic,Electronic check,11,100.75,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
1618-CFHME,Yes,0.8643,86,Critical,Month-to-month,Fiber optic,Electronic check,2,75.9,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
4143-OOBWZ,Yes,0.8643,86,Critical,Month-to-month,Fiber optic,Electronic check,5,81.3,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
3834-XUIFC,Yes,0.8642,86,Critical,Month-to-month,Fiber optic,Mailed check,7,85.2,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
5229-PRWKT,Yes,0.8641,86,Critical,Month-to-month,Fiber optic,Electronic check,8,86.55,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
3420-YJLQT,No,0.8638,86,Critical,Month-to-month,Fiber optic,Electronic check,2,79.55,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
5349-IECLD,Yes,0.8638,86,Critical,Month-to-month,Fiber optic,Electronic check,2,94.95,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
4234-XTNEA,No,0.8637,86,Critical,Month-to-month,Fiber optic,Electronic check,2,79.95,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
1450-GALXR,Yes,0.8636,86,Critical,Month-to-month,Fiber optic,Electronic check,10,98.5,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
7526-BEZQB,Yes,0.8636,86,Critical,Month-to-month,Fiber optic,Electronic check,12,96.05,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
8382-SHQEH,Yes,0.8635,86,Critical,Month-to-month,Fiber optic,Electronic check,8,84.9,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
8413-VONUO,Yes,0.8634,86,Critical,Month-to-month,Fiber optic,Electronic check,2,95.65,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
7218-HKQFK,Yes,0.863,86,Critical,Month-to-month,Fiber optic,Electronic check,2,94.2,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
6688-UZPWD,Yes,0.863,86,Critical,Month-to-month,Fiber optic,Electronic check,11,102.0,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
6979-ZNSFF,Yes,0.8629,86,Critical,Month-to-month,Fiber optic,Electronic check,8,87.05,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
3319-DWOEP,Yes,0.8629,86,Critical,Month-to-month,Fiber optic,Electronic check,6,95.75,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
5835-BEQEU,Yes,0.8625,86,Critical,Month-to-month,Fiber optic,Electronic check,3,76.95,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
5299-RULOA,Yes,0.8623,86,Critical,Month-to-month,Fiber optic,Electronic check,10,100.25,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
7817-BOQPW,Yes,0.8623,86,Critical,Month-to-month,Fiber optic,Electronic check,2,75.55,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
0495-ZBNGW,Yes,0.8622,86,Critical,Month-to-month,Fiber optic,Bank transfer (automatic),5,79.9,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
8414-MYSHR,Yes,0.862,86,Critical,Month-to-month,Fiber optic,Electronic check,5,91.4,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
7228-OMTPN,Yes,0.862,86,Critical,Month-to-month,Fiber optic,Electronic check,4,88.45,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
2754-SDJRD,No,0.8618,86,Critical,Month-to-month,Fiber optic,Credit card (automatic),8,100.15,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
6275-YDUVO,Yes,0.8617,86,Critical,Month-to-month,Fiber optic,Mailed check,2,86.2,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
7234-FECYN,Yes,0.8617,86,Critical,Month-to-month,Fiber optic,Electronic check,8,101.35,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
2454-RPBRZ,Yes,0.8614,86,Critical,Month-to-month,Fiber optic,Electronic check,12,98.1,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
8058-JMEQO,Yes,0.8612,86,Critical,Month-to-month,Fiber optic,Electronic check,9,84.45,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
2642-DTVCO,Yes,0.8612,86,Critical,Month-to-month,Fiber optic,Electronic check,9,85.05,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
4140-MUHUG,Yes,0.8611,86,Critical,Month-to-month,Fiber optic,Electronic check,3,86.85,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
7994-UYIVZ,No,0.8611,86,Critical,Month-to-month,Fiber optic,Bank transfer (automatic),8,85.65,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
9957-YODKZ,No,0.861,86,Critical,Month-to-month,Fiber optic,Electronic check,6,80.8,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
7779-LGOVN,Yes,0.861,86,Critical,Month-to-month,Fiber optic,Electronic check,10,86.65,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
0329-GTIAJ,Yes,0.8609,86,Critical,Month-to-month,Fiber optic,Electronic check,3,97.9,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
7938-OUHIO,Yes,0.8608,86,Critical,Month-to-month,Fiber optic,Electronic check,3,98.7,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
2672-HUYVI,Yes,0.8607,86,Critical,Month-to-month,Fiber optic,Electronic check,6,91.1,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
8357-EQXFO,Yes,0.8606,86,Critical,Month-to-month,Fiber optic,Electronic check,7,95.35,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
4713-LZDRV,Yes,0.8606,86,Critical,Month-to-month,Fiber optic,Electronic check,2,79.6,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
1960-UYCNN,No,0.8605,86,Critical,Month-to-month,Fiber optic,Electronic check,10,95.25,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
1724-BQUHA,Yes,0.8605,86,Critical,Month-to-month,Fiber optic,Electronic check,5,89.5,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
7450-NWRTR,Yes,0.8605,86,Critical,Month-to-month,Fiber optic,Electronic check,12,99.45,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
8337-UPOAQ,Yes,0.8604,86,Critical,Month-to-month,Fiber optic,Electronic check,10,89.8,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
9611-CTWIH,Yes,0.8604,86,Critical,Month-to-month,Fiber optic,Electronic check,3,89.45,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
3106-ULWFW,Yes,0.8603,86,Critical,Month-to-month,Fiber optic,Credit card (automatic),8,85.2,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
5383-MMTWC,Yes,0.8603,86,Critical,Month-to-month,Fiber optic,Electronic check,8,84.0,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
3874-EQOEP,Yes,0.8602,86,Critical,Month-to-month,Fiber optic,Mailed check,7,95.0,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
7249-WBIYX,Yes,0.8599,86,Critical,Month-to-month,Fiber optic,Electronic check,10,85.6,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
0195-IESCP,Yes,0.8598,86,Critical,Month-to-month,Fiber optic,Electronic check,10,85.25,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
2691-NZETQ,Yes,0.8596,86,Critical,Month-to-month,Fiber optic,Electronic check,9,85.35,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
8443-ZRDBZ,Yes,0.8596,86,Critical,Month-to-month,Fiber optic,Electronic check,4,76.05,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
2215-ZAFGX,No,0.8596,86,Critical,Month-to-month,Fiber optic,Electronic check,9,85.5,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
3045-XETSH,Yes,0.8595,86,Critical,Month-to-month,Fiber optic,Electronic check,10,94.85,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
8183-ONMXC,Yes,0.8592,86,Critical,Month-to-month,Fiber optic,Electronic check,2,80.75,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
4847-TAJYI,No,0.859,86,Critical,Month-to-month,Fiber optic,Electronic check,6,89.35,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
2265-CYWIV,Yes,0.8588,86,Critical,Month-to-month,Fiber optic,Electronic check,4,99.6,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
2369-UAPKZ,Yes,0.8586,86,Critical,Month-to-month,Fiber optic,Mailed check,5,104.1,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
3902-FOIGH,Yes,0.8584,86,Critical,Month-to-month,Fiber optic,Electronic check,12,101.35,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
9430-FRQOC,Yes,0.8583,86,Critical,Month-to-month,Fiber optic,Mailed check,4,87.1,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
2990-HWIML,Yes,0.8583,86,Critical,Month-to-month,Fiber optic,Electronic check,6,89.5,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
3519-ZKXGG,Yes,0.8581,86,Critical,Month-to-month,Fiber optic,Electronic check,3,75.85,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
2645-QTLMB,Yes,0.858,86,Critical,Month-to-month,Fiber optic,Electronic check,7,94.25,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
4581-SSPWD,Yes,0.8578,86,Critical,Month-to-month,Fiber optic,Electronic check,3,75.8,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
7295-JOMMD,Yes,0.8576,86,Critical,Month-to-month,Fiber optic,Bank transfer (automatic),4,98.1,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
3489-HHPFY,No,0.8574,86,Critical,Month-to-month,Fiber optic,Electronic check,2,84.05,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
5649-ANRML,Yes,0.8573,86,Critical,Month-to-month,Fiber optic,Credit card (automatic),2,95.1,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
3585-ISXZP,Yes,0.8573,86,Critical,Month-to-month,Fiber optic,Bank transfer (automatic),8,95.65,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
5519-NPHVG,Yes,0.8571,86,Critical,Month-to-month,Fiber optic,Electronic check,12,94.2,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
6969-MVBAI,No,0.8571,86,Critical,Month-to-month,Fiber optic,Electronic check,9,90.1,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
6993-OHLXR,Yes,0.857,86,Critical,Month-to-month,Fiber optic,Electronic check,2,68.95,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
7576-OYWBN,Yes,0.857,86,Critical,Month-to-month,Fiber optic,Electronic check,3,76.05,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
7693-LCKZL,Yes,0.857,86,Critical,Month-to-month,Fiber optic,Electronic check,5,80.15,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
8258-GSTJK,Yes,0.8568,86,Critical,Month-to-month,Fiber optic,Electronic check,3,77.0,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
5357-TZHPP,Yes,0.8567,86,Critical,Month-to-month,Fiber optic,Credit card (automatic),9,84.4,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
